Rk,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
387,Thabo Sefolosha,29,OKC,61,61,26,2.3,5.6,0.415,0.8,2.5,0.316,1.5,3.1,0.495,0.485,0.9,1.1,0.768,0.8,2.8,3.6,1.5,1.3,0.3,0.9,1.5,6.3
388,Kevin Seraphin,24,WAS,53,1,10.9,2.1,4.2,0.505,0,0,,2.1,4.2,0.505,0.505,0.5,0.6,0.871,1,1.4,2.4,0.3,0.1,0.5,0.8,1.9,4.7
389,Ramon Sessions,27,TOT,83,19,26.7,4,9.3,0.429,0.4,1.5,0.282,3.6,7.8,0.457,0.452,3.9,4.9,0.807,0.5,2,2.4,4.1,0.6,0.1,1.8,1.1,12.3
389,Ramon Sessions,27,CHO,55,7,23.7,3.5,8.5,0.409,0.3,1.2,0.221,3.2,7.2,0.441,0.425,3.3,4.3,0.782,0.4,1.7,2.1,3.7,0.6,0.1,1.7,0.9,10.5
389,Ramon Sessions,27,MIL,28,12,32.5,5,10.9,0.461,0.7,2,0.357,4.3,8.9,0.484,0.493,5.1,6.1,0.841,0.6,2.5,3.1,4.8,0.6,0.1,2,1.4,15.8
390,Mustafa Shakur,29,OKC,3,0,3.7,0,1,0,0,0.3,0,0,0.7,0,0,0.3,0.7,0.5,0,0,0,1.3,0,0,0.7,0.7,0.3
391,Tornike Shengelia,22,TOT,26,0,5.9,0.5,1.1,0.464,0,0.2,0,0.5,0.8,0.591,0.464,0.1,0.3,0.375,0.2,0.5,0.6,0.5,0.1,0,0.5,0.7,1.1
391,Tornike Shengelia,22,BRK,17,0,8.1,0.6,1.4,0.458,0,0.4,0,0.6,1.1,0.611,0.458,0.2,0.5,0.375,0.2,0.6,0.8,0.7,0.1,0.1,0.6,0.9,1.5
391,Tornike Shengelia,22,CHI,9,0,1.9,0.2,0.4,0.5,0,0,,0.2,0.4,0.5,0.5,0,0,,0,0.2,0.2,0.2,0.1,0,0.1,0.2,0.4
392,Iman Shumpert,23,NYK,74,58,26.5,2.5,6.5,0.378,1,3.1,0.333,1.4,3.5,0.418,0.457,0.7,1,0.746,1.1,3.1,4.2,1.7,1.2,0.2,1.1,2.8,6.7
393,Alexey Shved,25,MIN,63,0,10.5,1.2,3.8,0.321,0.5,1.6,0.294,0.7,2.1,0.341,0.384,1.1,1.4,0.756,0.3,1,1.3,1.1,0.4,0.3,0.8,0.6,4
394,Henry Sims,23,TOT,46,25,19,2.8,6,0.474,0,0,0,2.8,5.9,0.476,0.474,2,2.6,0.744,2.3,2.9,5.2,1.1,0.6,0.4,0.9,2.5,7.6
394,Henry Sims,23,CLE,20,0,8.4,0.9,2.3,0.4,0,0,,0.9,2.3,0.4,0.4,0.4,0.7,0.571,1.1,1.7,2.8,0.3,0.3,0.4,0.4,1.6,2.2
394,Henry Sims,23,PHI,26,25,27.2,4.3,8.8,0.489,0,0,0,4.3,8.8,0.491,0.489,3.2,4.1,0.766,3.2,3.8,7,1.8,0.9,0.5,1.3,3.2,11.8
395,Kyle Singler,25,DET,82,36,28.5,3.3,7.3,0.447,1.1,3,0.382,2.1,4.3,0.492,0.525,1.9,2.2,0.826,1.4,2.3,3.7,0.9,0.7,0.5,1,2.6,9.6
396,Chris Singleton,24,WAS,25,0,10,1,2.7,0.373,0.3,0.8,0.368,0.7,1.9,0.375,0.425,0.7,1,0.72,0.7,1.5,2.2,0.2,0.4,0.1,0.7,1,3
397,Peyton Siva,23,DET,24,0,9.3,0.8,2.4,0.316,0.3,1,0.28,0.5,1.3,0.344,0.377,0.5,0.6,0.733,0.1,0.5,0.6,1.4,0.4,0,0.8,1.1,2.3
398,Donald Sloan,26,IND,48,1,8.2,0.9,2.4,0.376,0.2,0.9,0.238,0.7,1.6,0.453,0.419,0.3,0.4,0.6,0.1,0.8,0.9,1,0.2,0,0.5,0.4,2.3
399,Chris Smith,26,NYK,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
400,Greg Smith,23,HOU,11,0,9.1,1.6,2.5,0.643,0,0,,1.6,2.5,0.643,0.643,0.2,0.5,0.4,1,1.5,2.5,0,0.1,0.2,0.5,1.5,3.5
401,Ish Smith,25,PHO,70,1,14.4,1.7,4,0.423,0,0.3,0.043,1.7,3.7,0.457,0.425,0.3,0.6,0.564,0.4,1.4,1.8,2.6,0.7,0.2,0.9,0.9,3.7
402,J.R. Smith,28,NYK,74,37,32.7,5.4,12.9,0.415,2.6,6.5,0.394,2.8,6.4,0.436,0.514,1.2,1.9,0.652,0.5,3.5,4,3,0.9,0.3,1.5,2.6,14.5
403,Jason Smith,27,NOP,31,27,26.8,4.2,9.1,0.465,0,0,,4.2,9.1,0.465,0.465,1.3,1.6,0.78,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7
404,Josh Smith,28,DET,77,76,35.5,6.7,16,0.419,0.9,3.4,0.264,5.8,12.6,0.462,0.448,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4
405,Tony Snell,22,CHI,77,12,16,1.7,4.4,0.384,0.7,2.3,0.32,0.9,2.1,0.456,0.469,0.4,0.5,0.756,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5
406,James Southerland,23,TOT,4,0,7.5,1.3,3.8,0.333,0.8,1.5,0.5,0.5,2.3,0.222,0.433,0.3,0.5,0.5,0,2,2,0,0.3,0.5,0.3,0.8,3.5
406,James Southerland,23,CHO,1,0,3,0,3,0,0,1,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0
406,James Southerland,23,NOP,3,0,9,1.7,4,0.417,1,1.7,0.6,0.7,2.3,0.286,0.542,0.3,0.7,0.5,0,2.7,2.7,0,0.3,0.7,0.3,1,4.7
407,Marreese Speights,26,GSW,79,3,12.4,2.5,5.6,0.441,0.1,0.4,0.258,2.4,5.2,0.455,0.45,1.4,1.7,0.821,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,6.4
408,Tiago Splitter,29,SAS,59,50,21.5,3.1,5.9,0.523,0,0.1,0,3.1,5.8,0.528,0.523,2.1,2.9,0.699,2.1,4.1,6.2,1.5,0.5,0.5,1.3,2,8.2
409,D.J. Stephens,23,MIL,3,0,5,1,2.3,0.429,0,0,,1,2.3,0.429,0.429,0.3,0.3,1,0.3,1.3,1.7,0,0,0,0,0,2.3
410,Lance Stephenson,23,IND,78,78,35.3,5.5,11.2,0.491,1.1,3.1,0.352,4.4,8,0.545,0.54,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,13.8
411,Greg Stiemsma,28,NOP,55,20,18.3,1.3,2.2,0.574,0,0,0,1.3,2.2,0.579,0.574,0.3,0.6,0.594,1.3,2.8,4.1,0.7,0.6,1,0.8,3.1,2.9
412,Julyan Stone,25,TOR,21,0,5.7,0.3,0.8,0.412,0.1,0.4,0.25,0.2,0.4,0.556,0.471,0.1,0.1,0.667,0.1,0.9,1,0.6,0.1,0,0.2,0.6,0.9
413,Amar'e Stoudemire,31,NYK,65,21,22.6,4.8,8.6,0.557,0,0,,4.8,8.6,0.557,0.557,2.3,3.1,0.739,1.7,3.2,4.9,0.5,0.4,0.6,1.4,2.4,11.9
414,Rodney Stuckey,27,DET,73,5,26.7,5.1,11.7,0.436,0.3,1.2,0.273,4.8,10.5,0.455,0.45,3.3,4,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9
415,Jared Sullinger,21,BOS,74,44,27.6,5.2,12.1,0.427,0.8,2.8,0.269,4.4,9.3,0.475,0.458,2.1,2.7,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4,13.3
416,Jeffery Taylor,24,CHO,26,8,24.2,3.2,8.4,0.376,0.7,2.6,0.269,2.5,5.8,0.424,0.417,1,1.8,0.553,0.6,1.7,2.3,0.8,0.5,0.2,1,2.4,8
417,Tyshawn Taylor,23,BRK,23,3,11.7,1.3,4,0.341,0.1,0.5,0.25,1.2,3.4,0.354,0.357,1,1.3,0.8,0.1,0.5,0.7,1.6,0.5,0,1.3,1.3,3.9
418,Jeff Teague,25,ATL,79,79,32.2,5.8,13.2,0.438,0.9,2.8,0.329,4.8,10.3,0.469,0.474,4,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2,16.5
419,Marquis Teague,20,TOT,40,3,11.1,1,3,0.319,0.1,0.5,0.278,0.8,2.5,0.327,0.34,0.7,0.9,0.743,0,1,1,1.5,0.3,0.1,1,1.2,2.7
419,Marquis Teague,20,CHI,19,2,12.7,0.8,3.5,0.242,0.1,0.5,0.2,0.7,2.9,0.25,0.258,0.6,0.8,0.688,0.1,0.9,1,1.5,0.1,0.2,0.9,1.3,2.4
419,Marquis Teague,20,BRK,21,1,9.6,1,2.5,0.415,0.1,0.4,0.375,0.9,2.1,0.422,0.443,0.7,0.9,0.789,0,1,1,1.4,0.4,0,1,1,3
420,Mirza Teletovic,28,BRK,72,7,19.4,3.1,7.3,0.418,1.9,4.8,0.39,1.2,2.5,0.472,0.546,0.6,0.9,0.71,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2,8.6
421,Garrett Temple,27,WAS,75,0,8.5,0.7,1.9,0.362,0.1,0.4,0.207,0.6,1.5,0.402,0.383,0.4,0.6,0.698,0.3,0.6,0.9,1,0.5,0.1,0.6,1,1.8
422,Jason Terry,36,BRK,35,0,16.3,1.6,4.3,0.362,1.1,2.9,0.379,0.5,1.4,0.327,0.49,0.3,0.4,0.667,0.1,0.9,1.1,1.6,0.4,0,0.8,1.4,4.5
423,Hasheem Thabeet,26,OKC,23,0,8.3,0.6,1,0.565,0,0,,0.6,1,0.565,0.565,0,0.2,0.2,0.4,1.3,1.7,0,0.2,0.4,0.6,2,1.2
424,Adonis Thomas,20,TOT,6,1,6.2,1,2.3,0.429,0.2,0.8,0.2,0.8,1.5,0.556,0.464,0.2,0.2,1,0,0.5,0.5,0.5,0,0,0.2,1,2.3
424,Adonis Thomas,20,ORL,4,0,6,0.8,2.3,0.333,0,0.8,0,0.8,1.5,0.5,0.333,0.3,0.3,1,0,0.8,0.8,0.5,0,0,0,0.5,1.8
424,Adonis Thomas,20,PHI,2,1,6.5,1.5,2.5,0.6,0.5,1,0.5,1,1.5,0.667,0.7,0,0,,0,0,0,0.5,0,0,0.5,2,3.5
425,Isaiah Thomas,24,SAC,72,54,34.7,6.9,15.2,0.453,1.8,5.1,0.349,5.1,10.2,0.504,0.51,4.8,5.7,0.85,0.7,2.3,2.9,6.3,1.3,0.1,3,2.6,20.3
426,Lance Thomas,25,NOP,5,0,8.4,0.4,1.8,0.222,0,0,,0.4,1.8,0.222,0.222,0.4,0.8,0.5,0.4,1,1.4,0.6,0,0,0.4,0.8,1.2
427,Malcolm Thomas,25,TOT,8,0,7.9,0.9,2,0.438,0.1,0.5,0.25,0.8,1.5,0.5,0.469,0,0.3,0,0.6,2,2.6,0.3,0,0.4,1.1,0.6,1.9
427,Malcolm Thomas,25,SAS,1,0,15,1,4,0.25,0,0,,1,4,0.25,0.25,0,2,0,1,8,9,0,0,2,1,0,2
427,Malcolm Thomas,25,UTA,7,0,6.9,0.9,1.7,0.5,0.1,0.6,0.25,0.7,1.1,0.625,0.542,0,0,,0.6,1.1,1.7,0.3,0,0.1,1.1,0.7,1.9
428,Hollis Thompson,22,PHI,77,41,22.6,2.2,4.8,0.46,0.9,2.2,0.401,1.4,2.7,0.507,0.55,0.7,0.9,0.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6
429,Jason Thompson,27,SAC,82,61,24.5,3.1,6,0.506,0,0,,3.1,6,0.506,0.506,1,1.8,0.579,1.9,4.6,6.4,0.6,0.4,0.7,1.2,3.1,7.1
430,Klay Thompson,23,GSW,81,81,35.4,6.9,15.5,0.444,2.8,6.6,0.417,4.1,8.9,0.464,0.533,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4
431,Tristan Thompson,22,CLE,82,82,31.6,4.4,9.3,0.477,0,0,0,4.4,9.3,0.478,0.477,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,11.7
432,Marcus Thornton,26,TOT,72,27,24.2,3.5,8.9,0.394,1.5,4.4,0.345,2,4.5,0.443,0.48,1.3,1.6,0.804,0.8,2,2.8,1.1,0.8,0.2,0.9,1.5,9.8
432,Marcus Thornton,26,SAC,46,26,24.4,3.1,8.1,0.381,1.2,3.9,0.318,1.8,4.2,0.438,0.457,0.9,1.1,0.808,0.8,1.8,2.7,1,0.7,0.2,0.8,1.6,8.3
432,Marcus Thornton,26,BRK,26,1,23.8,4.2,10.2,0.414,2,5.3,0.38,2.2,5,0.45,0.511,1.8,2.3,0.8,0.7,2.2,2.8,1.2,1,0.1,1.1,1.4,12.3
433,Jamaal Tinsley,35,UTA,8,5,13.8,0.5,2.5,0.2,0.1,1.9,0.067,0.4,0.6,0.6,0.225,0,0,,0.3,1.1,1.4,2.9,0.3,0,1.1,1.3,1.1
434,Anthony Tolliver,28,CHO,64,9,20.3,2,4.8,0.42,1.6,3.9,0.413,0.4,0.9,0.45,0.586,0.5,0.6,0.805,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1
435,P.J. Tucker,28,PHO,81,81,30.7,3.3,7.6,0.431,0.9,2.4,0.387,2.4,5.2,0.45,0.491,1.9,2.5,0.776,2,4.5,6.5,1.7,1.4,0.3,1.3,2.5,9.4
436,Ronny Turiaf,31,MIN,31,10,19.5,2.1,3.5,0.598,0,0,,2.1,3.5,0.598,0.598,0.7,1.6,0.42,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8
437,Hedo Turkoglu,34,LAC,38,0,10.3,1.1,2.9,0.385,0.6,1.3,0.44,0.5,1.6,0.339,0.486,0.2,0.5,0.5,0.3,2.1,2.3,0.9,0.5,0.3,0.4,1.3,3
438,Evan Turner,25,TOT,81,56,30.3,5.4,12.6,0.425,0.6,1.9,0.321,4.7,10.7,0.444,0.45,2.6,3.2,0.813,0.8,4.3,5,3.2,0.8,0.1,2.3,2.4,14
438,Evan Turner,25,PHI,54,54,34.9,6.6,15.4,0.428,0.7,2.4,0.288,5.9,12.9,0.455,0.451,3.5,4.2,0.829,0.9,5,6,3.7,1,0.1,2.9,2.7,17.4
438,Evan Turner,25,IND,27,2,21.1,2.9,7,0.411,0.4,0.9,0.5,2.4,6.1,0.398,0.442,0.9,1.3,0.706,0.4,2.7,3.2,2.4,0.4,0.1,1.3,1.8,7.1
439,Jeremy Tyler,22,NYK,41,0,9.7,1.5,2.8,0.517,0,0,,1.5,2.8,0.517,0.517,0.6,1.2,0.542,0.9,1.7,2.7,0.2,0.1,0.5,0.6,1.7,3.6
440,Ekpe Udoh,26,MIL,42,14,19.1,1.4,3.4,0.399,0,0,,1.4,3.4,0.399,0.399,0.7,1.1,0.638,1.5,2.1,3.5,0.7,0.4,1,0.9,2.3,3.4
441,Beno Udrih,31,TOT,41,12,15.7,1.9,4.3,0.438,0.5,1,0.452,1.4,3.3,0.434,0.492,0.6,0.7,0.833,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.2,4.9
441,Beno Udrih,31,NYK,31,12,19,2.2,5.2,0.425,0.5,1.3,0.425,1.6,3.9,0.425,0.478,0.6,0.8,0.833,0.3,1.5,1.8,3.5,0.7,0.1,1.4,1.5,5.6
441,Beno Udrih,31,MEM,10,0,5.5,1,1.8,0.556,0.2,0.2,1,0.8,1.6,0.5,0.611,0.5,0.6,0.833,0,0.2,0.2,0.6,0.1,0.1,0.5,0.4,2.7
442,Jonas Valanciunas,21,TOR,81,81,28.2,4.4,8.3,0.531,0,0,0,4.4,8.3,0.532,0.531,2.4,3.2,0.762,2.8,6,8.8,0.7,0.3,0.9,1.7,3.1,11.3
443,Anderson Varejao,31,CLE,65,29,27.7,3.5,7.1,0.495,0,0.1,0,3.5,7,0.502,0.495,1.4,2.1,0.681,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,8.4
444,Jarvis Varnado,25,TOT,24,0,14.1,1.5,2.5,0.6,0,0,,1.5,2.5,0.6,0.6,1.1,2.2,0.519,0.8,1.8,2.6,0.5,0.4,1.2,0.4,2.6,4.1
444,Jarvis Varnado,25,CHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
444,Jarvis Varnado,25,PHI,23,0,14.7,1.6,2.6,0.6,0,0,,1.6,2.6,0.6,0.6,1.2,2.3,0.519,0.8,1.9,2.7,0.6,0.4,1.3,0.4,2.7,4.3
445,Greivis Vasquez,27,TOT,79,23,22.5,3.5,8.3,0.421,1.4,3.7,0.377,2.1,4.7,0.455,0.504,1.2,1.4,0.88,0.3,1.9,2.2,4.1,0.4,0.1,1.6,1.8,9.6
445,Greivis Vasquez,27,SAC,18,18,25.8,3.6,8.3,0.433,0.9,2.8,0.32,2.7,5.6,0.49,0.487,1.7,1.8,0.938,0.3,1.6,1.9,5.3,0.3,0.1,1.5,2.1,9.8
445,Greivis Vasquez,27,TOR,61,5,21.5,3.5,8.3,0.417,1.5,3.9,0.389,2,4.4,0.442,0.509,1.1,1.2,0.855,0.2,2,2.3,3.7,0.4,0.1,1.7,1.7,9.5
446,Jan Vesely,23,TOT,54,1,14.4,1.6,3.2,0.514,0,0,,1.6,3.2,0.514,0.514,0.4,1,0.339,1.5,2,3.5,0.4,1,0.6,0.7,2.2,3.6
446,Jan Vesely,23,WAS,33,1,14.2,1.5,2.8,0.522,0,0,,1.5,2.8,0.522,0.522,0.2,0.9,0.267,1.6,1.8,3.4,0.3,0.8,0.6,0.7,1.9,3.2
446,Jan Vesely,23,DEN,21,0,14.6,2,3.9,0.506,0,0,,2,3.9,0.506,0.506,0.5,1.2,0.423,1.3,2.4,3.7,0.5,1.3,0.8,0.7,2.7,4.4
447,Charlie Villanueva,29,DET,20,0,9,1.8,4.6,0.38,0.7,2.8,0.25,1.1,1.8,0.583,0.457,0.4,0.7,0.571,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,4.6
448,Nikola Vucevic,23,ORL,57,57,31.8,6.2,12.2,0.507,0,0,,6.2,12.2,0.507,0.507,1.8,2.4,0.766,3.2,7.7,11,1.8,1.1,0.8,2,3,14.2
449,Sasha Vujacic,29,LAC,2,0,5,1,2.5,0.4,0.5,1,0.5,0.5,1.5,0.333,0.5,0,0,,0,1.5,1.5,0,0.5,0,1.5,0.5,2.5
450,Dwyane Wade,32,MIA,54,53,32.9,7.7,14.1,0.545,0.2,0.6,0.281,7.5,13.5,0.557,0.551,3.5,4.8,0.733,1.1,3.4,4.5,4.7,1.5,0.5,3,2,19
451,Dion Waiters,22,CLE,70,24,29.6,6.1,14.2,0.433,1.3,3.6,0.368,4.8,10.6,0.455,0.479,2.3,3.4,0.685,0.5,2.3,2.8,3,0.9,0.2,2.2,2.2,15.9
452,Kemba Walker,23,CHO,73,73,35.8,6.2,15.7,0.393,1.5,4.5,0.333,4.7,11.2,0.417,0.441,3.9,4.6,0.837,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,17.7
453,John Wall,23,WAS,82,82,36.3,7.1,16.3,0.433,1.3,3.8,0.351,5.7,12.5,0.458,0.473,3.9,4.8,0.805,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3
454,Gerald Wallace,31,BOS,58,16,24.4,2,4,0.504,0.3,1.1,0.297,1.7,2.9,0.584,0.546,0.8,1.7,0.465,0.6,3,3.7,2.5,1.3,0.2,1.7,1.4,5.1
455,Casper Ware,24,PHI,9,0,12.9,2,4.7,0.429,0.8,2.3,0.333,1.2,2.3,0.524,0.512,0.6,0.7,0.833,0,1,1,1.1,0.9,0,0.6,1.2,5.3
456,C.J. Watson,29,IND,63,5,18.9,2.3,5.3,0.437,0.8,2.3,0.366,1.5,3,0.492,0.516,1.1,1.4,0.784,0.3,1.3,1.6,1.7,1,0.1,1,1,6.6
457,Earl Watson,34,POR,24,0,6.7,0.1,0.5,0.273,0.1,0.3,0.286,0,0.2,0.25,0.364,0.2,0.2,1,0.2,0.4,0.6,1.2,0.2,0,0.7,1.4,0.5
458,Maalik Wayns,22,LAC,2,0,4.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0,1,1,1,1,0,0,2,1
459,Martell Webster,27,WAS,78,13,27.7,3.3,7.5,0.433,1.9,4.8,0.392,1.4,2.8,0.502,0.557,1.3,1.6,0.84,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7
460,David West,33,IND,80,80,30.9,5.7,11.7,0.488,0.1,0.2,0.267,5.7,11.6,0.491,0.49,2.5,3.1,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,14
461,Russell Westbrook,25,OKC,46,46,30.7,7.5,17.2,0.437,1.5,4.7,0.318,6,12.5,0.482,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8
462,D.J. White,27,CHO,2,0,5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,1,1,0,0.5,0,0,0.5,0
463,Royce White,22,SAC,3,0,3,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0,0,0,0,0,0,0.7,0
464,Deron Williams,29,BRK,64,58,32.2,5,11.2,0.45,1.5,4.2,0.366,3.5,7,0.5,0.518,2.7,3.4,0.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3
465,Derrick Williams,22,TOT,78,15,23.3,2.6,6.2,0.427,0.3,1.3,0.263,2.3,4.9,0.47,0.454,2.4,3.3,0.718,0.9,3.2,4.1,0.7,0.6,0.3,1,1.5,8
465,Derrick Williams,22,MIN,11,0,14.7,1.7,4.9,0.352,0.2,1.4,0.133,1.5,3.5,0.436,0.37,1.3,1.5,0.875,0.3,2.1,2.4,0.1,0.4,0.4,0.5,0.8,4.9
465,Derrick Williams,22,SAC,67,15,24.7,2.8,6.4,0.437,0.4,1.3,0.286,2.4,5.1,0.474,0.465,2.6,3.6,0.708,1,3.4,4.4,0.8,0.7,0.2,1,1.6,8.5
466,Elliot Williams,24,PHI,67,2,17.3,2.1,5,0.415,0.6,1.9,0.296,1.5,3.2,0.486,0.47,1.3,1.8,0.731,0.4,1.5,1.9,1.1,0.5,0,1,1.9,6
467,Lou Williams,27,ATL,60,7,24.1,3.3,8.2,0.4,1.3,3.9,0.342,2,4.4,0.45,0.48,2.5,3,0.849,0.2,1.9,2.1,3.5,0.8,0.1,1.5,1.1,10.4
468,Marvin Williams,27,UTA,66,50,25.4,3.5,8,0.439,1.3,3.5,0.359,2.2,4.4,0.503,0.519,0.9,1.1,0.781,1.2,3.8,5.1,1.2,0.8,0.5,0.8,2.3,9.1
469,Mo Williams,31,POR,74,0,24.8,3.8,9.1,0.417,1.1,3,0.369,2.7,6,0.441,0.478,1.1,1.2,0.876,0.6,1.5,2.1,4.3,0.7,0.1,2,2.7,9.7
470,Reggie Williams,27,OKC,3,0,5.7,1.7,3,0.556,0.3,1,0.333,1.3,2,0.667,0.611,0,0,,0,0,0,0.3,0.3,0,0.7,0.3,3.7
471,Shawne Williams,27,LAL,36,13,20.9,2,5.3,0.38,1.2,3.6,0.326,0.9,1.8,0.492,0.49,0.4,0.6,0.7,0.7,3.9,4.6,0.8,0.5,0.8,0.6,2.6,5.6
472,Jeff Withey,23,NOP,58,4,11.8,1.2,2.2,0.535,0,0,0,1.2,2.2,0.539,0.535,0.9,1.3,0.712,0.8,1.7,2.6,0.4,0.3,0.9,0.3,1.3,3.3
473,Nate Wolters,22,MIL,58,31,22.6,2.9,6.7,0.437,0.3,1.1,0.29,2.6,5.6,0.465,0.46,1,1.6,0.656,0.6,2,2.6,3.2,0.6,0.3,1,1.2,7.2
474,Metta World Peace,34,NYK,29,1,13.4,1.9,4.9,0.397,0.6,1.9,0.315,1.3,3,0.448,0.457,0.3,0.6,0.625,0.6,1.4,2,0.6,0.8,0.3,0.7,1.5,4.8
475,Brandan Wright,26,DAL,58,0,18.6,3.9,5.7,0.677,0,0,,3.9,5.7,0.677,0.677,1.3,1.8,0.726,1.8,2.4,4.2,0.5,0.6,0.9,0.6,1.6,9.1
476,Chris Wright,25,MIL,8,0,15.8,2.6,4.4,0.6,0,0.1,0,2.6,4.3,0.618,0.6,0.8,1.9,0.4,1.3,1.3,2.5,0.6,0.9,0.6,0.6,2.1,6
477,Dorell Wright,28,POR,68,13,14.5,1.6,4.4,0.374,1,3,0.342,0.6,1.4,0.442,0.49,0.8,1,0.754,0.4,2.4,2.8,0.9,0.3,0.2,0.6,0.9,5
478,Tony Wroten,20,PHI,72,16,24.5,4.8,11.2,0.427,0.6,2.6,0.213,4.2,8.6,0.492,0.452,2.9,4.5,0.641,1,2.2,3.2,3,1.1,0.2,2.8,2.1,13
479,Nick Young,28,LAL,64,9,28.3,6,13.9,0.435,2.1,5.5,0.386,3.9,8.4,0.468,0.511,3.7,4.5,0.825,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4,17.9
480,Thaddeus Young,25,PHI,79,78,34.4,7.4,16.2,0.454,1.1,3.7,0.308,6.2,12.5,0.496,0.489,2.1,2.9,0.712,2.1,3.9,6,2.3,2.1,0.5,2.1,2.7,17.9
481,Cody Zeller,21,CHO,82,3,17.3,2.1,4.9,0.426,0,0,0,2.1,4.9,0.427,0.426,1.8,2.4,0.73,1.4,2.9,4.3,1.1,0.5,0.5,1.1,2.1,6
482,Tyler Zeller,24,CLE,70,9,15,2.2,4.1,0.538,0,0,0,2.2,4.1,0.54,0.538,1.2,1.7,0.719,1.5,2.6,4,0.5,0.3,0.5,0.9,2,5.7
